1244746850, 52.2116, 0.0995692, 150
1244746900, 52.2095, 0.103025, 300
1244746950, 52.207, 0.107063, 450
1244747000, 52.2043, 0.111553, 600
1244747050, 52.2014, 0.116462, 750
1244747100, 52.1985, 0.121757, 900
1244747150, 52.1957, 0.127356, 1050
1244747200, 52.1928, 0.133248, 1200
1244747250, 52.1899, 0.13943, 1350
1244747300, 52.1871, 0.145904, 1500
1244747350, 52.1843, 0.152768, 1650
1244747400, 52.1816, 0.160106, 1800
1244747450, 52.1791, 0.167919, 1950
1244747500, 52.1767, 0.176103, 2100
1244747550, 52.1745, 0.18443, 2250
1244747600, 52.1724, 0.192894, 2400
1244747650, 52.1705, 0.201482, 2550
1244747700, 52.1686, 0.210058, 2700
1244747750, 52.1666, 0.218586, 2850
1244747800, 52.1645, 0.227067, 3000
1244747850, 52.1622, 0.235624, 3150
1244747900, 52.1597, 0.244551, 3300
1244747950, 52.1568, 0.253863, 3450
1244748000, 52.1536, 0.263561, 3600
1244748050, 52.1502, 0.273715, 3750
1244748100, 52.1466, 0.284417, 3900
1244748150, 52.1428, 0.295668, 4050
1244748200, 52.1388, 0.307469, 4200
1244748250, 52.1346, 0.319785, 4350
1244748300, 52.1301, 0.332551, 4500
1244748350, 52.1254, 0.345765, 4650
1244748400, 52.1205, 0.359428, 4800
1244748450, 52.1154, 0.373557, 4950
1244748500, 52.1099, 0.388284, 5100
1244748550, 52.1042, 0.403634, 5250
1244748600, 52.0982, 0.419613, 5400
1244748650, 52.0919, 0.436223, 5550
1244748700, 52.0854, 0.45353, 5700
1244748750, 52.0788, 0.471699, 5850
1244748800, 52.0719, 0.490736, 6000
1244748850, 52.065, 0.51064, 6150
1244748900, 52.0579, 0.531406, 6300
1244748950, 52.0507, 0.553021, 6450
1244749000, 52.0433, 0.575445, 6600
1244749050, 52.0359, 0.598671, 6750
1244749100, 52.0283, 0.622699, 6900
1244749150, 52.0206, 0.647529, 7050
1244749200, 52.0128, 0.67316, 7200
1244749250, 52.0048, 0.699624, 7350
1244749300, 51.9966, 0.726962, 7500
1244749350, 51.9883, 0.75518, 7650
1244749400, 51.9798, 0.784276, 7800
1244749450, 51.9711, 0.814249, 7950
1244749500, 51.9622, 0.845094, 8100
1244749550, 51.9531, 0.876727, 8250
1244749600, 51.9438, 0.908918, 8400
1244749650, 51.9343, 0.94165, 8550
1244749700, 51.9246, 0.974922, 8700
1244749750, 51.9147, 1.00873, 8850
1244749800, 51.9046, 1.04306, 9000
1244749850, 51.8943, 1.07791, 9150
1244749900, 51.8838, 1.11319, 9300
1244749950, 51.8731, 1.14866, 9450
1244750000, 51.8625, 1.18429, 9600
1244750050, 51.8517, 1.22007, 9750
1244750100, 51.8408, 1.256, 9900
1244750150, 51.8299, 1.29207, 10050
1244750200, 51.8188, 1.32827, 10200
1244750250, 51.8078, 1.36461, 10350
1244750300, 51.7966, 1.40086, 10500
1244750350, 51.7858, 1.4361, 10650
1244750400, 51.7754, 1.47021, 10800
1244750450, 51.7653, 1.50321, 10950
1244750500, 51.7556, 1.53508, 11100
1244750550, 51.7463, 1.56581, 11250
1244750600, 51.7374, 1.59541, 11400
1244750650, 51.7288, 1.62389, 11550
1244750700, 51.7207, 1.65123, 11700
1244750750, 51.713, 1.67744, 11850
1244750800, 51.7056, 1.70264, 12000
1244750850, 51.6987, 1.72704, 12150
1244750900, 51.6922, 1.75064, 12300
1244750950, 51.6861, 1.77345, 12450
1244751000, 51.6804, 1.79546, 12600
1244751050, 51.6752, 1.8167, 12750
1244751100, 51.6703, 1.83715, 12900
1244751150, 51.6658, 1.85683, 13050
1244751200, 51.6618, 1.87574, 13200
1244751250, 51.6582, 1.89388, 13350
1244751300, 51.6549, 1.91127, 13500
1244751350, 51.6521, 1.92789, 13650
1244751400, 51.6497, 1.94379, 13800
1244751450, 51.6474, 1.9592, 13950
1244751500, 51.6453, 1.97419, 14100
1244751550, 51.6432, 1.98875, 14250
1244751600, 51.6413, 2.00289, 14400
1244751650, 51.6394, 2.01659, 14550
1244751700, 51.6377, 2.02987, 14700
1244751750, 51.6361, 2.04271, 14850
1244751800, 51.6345, 2.05513, 15000
1244751850, 51.6331, 2.06711, 15150
1244751900, 51.6318, 2.07866, 15300
1244751950, 51.6306, 2.08977, 15450
1244752000, 51.6295, 2.10045, 15600
1244752050, 51.6285, 2.1107, 15750
1244752100, 51.6276, 2.1205, 15900
1244752150, 51.6269, 2.12987, 16050
1244752200, 51.6262, 2.13881, 16200
1244752250, 51.6257, 2.1473, 16350
1244752300, 51.6253, 2.15542, 16500
1244752350, 51.6249, 2.16331, 16650
1244752400, 51.6245, 2.17096, 16800
1244752450, 51.6243, 2.17838, 16950
1244752500, 51.6241, 2.18557, 17100
1244752550, 51.6239, 2.19252, 17250
1244752600, 51.6238, 2.19924, 17400
1244752650, 51.6238, 2.20573, 17550
1244752700, 51.6238, 2.21198, 17700
1244752750, 51.6239, 2.218, 17850
1244752800, 51.624, 2.22379, 18000
1244752850, 51.6242, 2.22934, 18150
1244752900, 51.6244, 2.23466, 18300
1244752950, 51.6247, 2.23974, 18450
1244753000, 51.6251, 2.24459, 18600
1244753050, 51.6254, 2.2492, 18750
1244753100, 51.6258, 2.25351, 18900
1244753150, 51.6262, 2.25752, 19050
1244753200, 51.6266, 2.26122, 19200
1244753250, 51.627, 2.26462, 19350
1244753300, 51.6273, 2.2677, 19500
1244753350, 51.6277, 2.27049, 19650
1244753400, 51.6281, 2.27297, 19800
1244753450, 51.6285, 2.27515, 19950
1244753500, 51.6289, 2.27703, 20100
1244753550, 51.6293, 2.2786, 20250
1244753600, 51.6296, 2.27987, 20400
1244753650, 51.63, 2.28084, 20550
1244753700, 51.6302, 2.28151, 20700
1244753750, 51.6304, 2.28188, 20850
1244753800, 51.6305, 2.28198, 21000
1244753850, 51.6307, 2.28185, 21150
1244753900, 51.6309, 2.28148, 21300
1244753950, 51.6311, 2.28089, 21450
