1244768450, 52.2122, 0.0995312, 150
1244768500, 52.2106, 0.102656, 300
1244768550, 52.2084, 0.105773, 450
1244768600, 52.2061, 0.108932, 600
1244768650, 52.204, 0.11234, 750
1244768700, 52.2021, 0.116214, 900
1244768750, 52.2004, 0.120732, 1050
1244768800, 52.1989, 0.125944, 1200
1244768850, 52.1976, 0.131869, 1350
1244768900, 52.1964, 0.138508, 1500
1244768950, 52.1953, 0.145617, 1650
1244769000, 52.1941, 0.152922, 1800
1244769050, 52.1928, 0.160422, 1950
1244769100, 52.1913, 0.168109, 2100
1244769150, 52.1898, 0.175972, 2250
1244769200, 52.188, 0.184008, 2400
1244769250, 52.1861, 0.192218, 2550
1244769300, 52.184, 0.200654, 2700
1244769350, 52.1816, 0.209334, 2850
1244769400, 52.1789, 0.218256, 3000
1244769450, 52.1761, 0.227467, 3150
1244769500, 52.173, 0.237132, 3300
1244769550, 52.1698, 0.247263, 3450
1244769600, 52.1663, 0.257864, 3600
1244769650, 52.1628, 0.268875, 3750
1244769700, 52.1591, 0.280168, 3900
1244769750, 52.1553, 0.291744, 4050
1244769800, 52.1513, 0.303606, 4200
1244769850, 52.1472, 0.31576, 4350
1244769900, 52.1429, 0.32821, 4500
1244769950, 52.1384, 0.340956, 4650
1244770000, 52.1337, 0.354001, 4800
1244770050, 52.1288, 0.367353, 4950
1244770100, 52.1237, 0.381232, 5100
1244770150, 52.1184, 0.39575, 5250
1244770200, 52.1128, 0.410904, 5400
1244770250, 52.107, 0.426696, 5550
1244770300, 52.101, 0.443134, 5700
1244770350, 52.0949, 0.460303, 5850
1244770400, 52.0888, 0.478222, 6000
1244770450, 52.0827, 0.496895, 6150
1244770500, 52.0765, 0.516324, 6300
1244770550, 52.0702, 0.536506, 6450
1244770600, 52.0638, 0.557421, 6600
1244770650, 52.0574, 0.579057, 6750
1244770700, 52.0508, 0.601407, 6900
1244770750, 52.0441, 0.624468, 7050
1244770800, 52.0373, 0.648233, 7200
1244770850, 52.0305, 0.672638, 7350
1244770900, 52.0234, 0.697369, 7500
1244770950, 52.0163, 0.722383, 7650
1244771000, 52.0091, 0.747684, 7800
1244771050, 52.0017, 0.773273, 7950
1244771100, 51.9942, 0.799153, 8100
1244771150, 51.9866, 0.825322, 8250
1244771200, 51.979, 0.851674, 8400
1244771250, 51.9714, 0.878166, 8550
1244771300, 51.9635, 0.9048, 8700
1244771350, 51.9557, 0.931575, 8850
1244771400, 51.9479, 0.95849, 9000
1244771450, 51.9399, 0.985545, 9150
1244771500, 51.9319, 1.01276, 9300
1244771550, 51.9237, 1.04074, 9450
1244771600, 51.9154, 1.06972, 9600
1244771650, 51.9069, 1.0997, 9750
1244771700, 51.8982, 1.13067, 9900
1244771750, 51.8894, 1.16263, 10050
1244771800, 51.8803, 1.19557, 10200
1244771850, 51.871, 1.22949, 10350
1244771900, 51.8615, 1.26436, 10500
1244771950, 51.852, 1.29914, 10650
1244772000, 51.8426, 1.33328, 10800
1244772050, 51.8333, 1.36678, 10950
1244772100, 51.8241, 1.39963, 11100
1244772150, 51.8149, 1.43182, 11250
1244772200, 51.8059, 1.46335, 11400
1244772250, 51.797, 1.49422, 11550
1244772300, 51.7882, 1.52442, 11700
1244772350, 51.7794, 1.55393, 11850
1244772400, 51.7709, 1.58266, 12000
1244772450, 51.7627, 1.61025, 12150
1244772500, 51.755, 1.63666, 12300
1244772550, 51.7478, 1.66191, 12450
1244772600, 51.741, 1.68599, 12600
1244772650, 51.7346, 1.70892, 12750
1244772700, 51.7286, 1.73071, 12900
1244772750, 51.7231, 1.75135, 13050
1244772800, 51.7181, 1.77086, 13200
1244772850, 51.7135, 1.78925, 13350
1244772900, 51.7094, 1.8065, 13500
1244772950, 51.7057, 1.82263, 13650
1244773000, 51.7025, 1.83769, 13800
1244773050, 51.6995, 1.85227, 13950
1244773100, 51.6965, 1.86656, 14100
1244773150, 51.6936, 1.88056, 14250
1244773200, 51.6909, 1.89427, 14400
1244773250, 51.6882, 1.90768, 14550
1244773300, 51.6857, 1.9208, 14700
1244773350, 51.6833, 1.93361, 14850
1244773400, 51.6809, 1.94613, 15000
1244773450, 51.6787, 1.95835, 15150
1244773500, 51.6766, 1.97027, 15300
1244773550, 51.6745, 1.98188, 15450
1244773600, 51.6726, 1.99318, 15600
1244773650, 51.6707, 2.00418, 15750
1244773700, 51.669, 2.01487, 15900
1244773750, 51.6673, 2.02525, 16050
1244773800, 51.6658, 2.03532, 16200
1244773850, 51.6643, 2.04508, 16350
1244773900, 51.663, 2.05448, 16500
1244773950, 51.6616, 2.06345, 16650
1244774000, 51.6604, 2.07199, 16800
1244774050, 51.6593, 2.0801, 16950
1244774100, 51.6582, 2.08779, 17100
1244774150, 51.6572, 2.09504, 17250
1244774200, 51.6562, 2.10187, 17400
1244774250, 51.6553, 2.10827, 17550
1244774300, 51.6545, 2.11424, 17700
1244774350, 51.6538, 2.11979, 17850
1244774400, 51.6531, 2.12491, 18000
1244774450, 51.6525, 2.1296, 18150
